Blob,0.24921136,0.77777778,0.05452907,0.19444444,1,0
Blob,0.568274,0.77777778,0.05588103,0.19444444,1,1
Blob,0.89680036,0.77777778,0.05543037,0.1965812,1,2
Blob,0.24921136,0.77105832,0.05452907,0.19654428,2,0
Blob,0.568274,0.77105832,0.05588103,0.19654428,2,1
Blob,0.89680036,0.77321814,0.05543037,0.19654428,2,2
Blob,0.24921136,0.77167019,0.05452907,0.19238901,3,0
Blob,0.568274,0.77167019,0.05588103,0.19238901,3,1
Blob,0.89680036,0.77167019,0.05543037,0.19450317,3,2
Blob,0.2504529,0.77564103,0.05480072,0.19444444,4,0
Blob,0.57110507,0.77564103,0.05615942,0.19444444,4,1
Blob,0.90126812,0.77564103,0.05570652,0.1965812,4,2
Blob,0.24921136,0.76241901,0.05452907,0.19654428,5,0
Blob,0.568274,0.76241901,0.05588103,0.19654428,5,1
Blob,0.89680036,0.76457883,0.05543037,0.19654428,5,2
