Blob,0.25022584,0.76709402,0.05465221,0.19444444,12,0
Blob,0.57000903,0.76709402,0.05600723,0.19444444,12,1
Blob,0.89927733,0.76923077,0.05600723,0.19444444,12,2
Blob,0.25022584,0.7625,0.05465221,0.18958333,13,0
Blob,0.57000903,0.7625,0.05600723,0.18958333,13,1
Blob,0.89927733,0.76458333,0.05600723,0.18958333,13,2
Blob,0.25022584,0.76754386,0.05465221,0.1995614,14,0
Blob,0.57000903,0.76754386,0.05600723,0.1995614,14,1
Blob,0.89927733,0.76973684,0.05600723,0.1995614,14,2
Blob,0.25022584,0.78289474,0.05465221,0.1995614,15,0
Blob,0.57000903,0.78289474,0.05600723,0.1995614,15,1
Blob,0.89927733,0.78289474,0.05600723,0.1995614,15,2
Blob,0.25022584,0.77991453,0.05465221,0.19444444,16,0
Blob,0.57000903,0.77991453,0.05600723,0.19444444,16,1
Blob,0.89927733,0.77991453,0.05600723,0.1965812,16,2
Blob,0.24613987,0.76495726,0.05495005,0.19444444,17,0
Blob,0.56766576,0.76495726,0.05631244,0.19444444,17,1
Blob,0.89872843,0.76709402,0.05585831,0.19444444,17,2
