Blob,0.289803922,0.165757576,0.04745098,0.027575758,6,0
Blob,0.567843137,0.165757576,0.048235294,0.027575758,6,1
Blob,0.853333333,0.166060606,0.048627451,0.027575758,6,2
Blob,0.289803922,0.316969697,0.04745098,0.027575758,7,0
Blob,0.567843137,0.316969697,0.048235294,0.027575758,7,1
Blob,0.853333333,0.317272727,0.048627451,0.027575758,7,2
Blob,0.289803922,0.468484848,0.04745098,0.027575758,8,0
Blob,0.567843137,0.468484848,0.048235294,0.027575758,8,1
Blob,0.853333333,0.468787879,0.048627451,0.027575758,8,2
Blob,0.289803922,0.61969697,0.04745098,0.027575758,9,0
Blob,0.567843137,0.61969697,0.048235294,0.027575758,9,1
Blob,0.853333333,0.61969697,0.048627451,0.027575758,9,2
Blob,0.289803922,0.771212121,0.04745098,0.027575758,10,0
Blob,0.567843137,0.771212121,0.048235294,0.027575758,10,1
Blob,0.853333333,0.771212121,0.048627451,0.027575758,10,2
Blob,0.289803922,0.921818182,0.04745098,0.027575758,11,0
Blob,0.567843137,0.921818182,0.048235294,0.027575758,11,1
Blob,0.853333333,0.922121212,0.048627451,0.027575758,11,2
