Blob,0.25022584,0.7653277,0.05465221,0.19238901,6,0
Blob,0.5704607,0.7653277,0.05555556,0.19238901,6,1
Blob,0.89927733,0.76744186,0.05600723,0.19238901,6,2
Blob,0.25022584,0.77192982,0.05465221,0.1995614,7,0
Blob,0.5704607,0.77192982,0.05555556,0.1995614,7,1
Blob,0.89927733,0.77412281,0.05600723,0.1995614,7,2
Blob,0.24785553,0.77461707,0.05462754,0.19912473,8,0
Blob,0.56794582,0.77461707,0.05553047,0.19912473,8,1
Blob,0.896614,0.77680525,0.05598194,0.19912473,8,2
Blob,0.24852875,0.77087794,0.05477592,0.19486081,9,0
Blob,0.56948846,0.77087794,0.0556813,0.19486081,9,1
Blob,0.89904934,0.77087794,0.056134,0.19486081,9,2
Blob,0.24954955,0.76231263,0.0545045,0.19486081,10,0
Blob,0.56891892,0.76231263,0.05540541,0.19486081,10,1
Blob,0.89684685,0.76231263,0.05585586,0.19486081,10,2
Blob,0.25022584,0.76017131,0.05465221,0.19486081,11,0
Blob,0.5704607,0.76017131,0.05555556,0.19486081,11,1
Blob,0.89927733,0.76231263,0.05600723,0.19486081,11,2
