Blob,0.287843137,0.166969697,0.04745098,0.027575758,12,0
Blob,0.565490196,0.166969697,0.048627451,0.027575758,12,1
Blob,0.851372549,0.167272727,0.048627451,0.027575758,12,2
Blob,0.287843137,0.318181818,0.04745098,0.027575758,13,0
Blob,0.565490196,0.318181818,0.048627451,0.027575758,13,1
Blob,0.851372549,0.318484848,0.048627451,0.027575758,13,2
Blob,0.287843137,0.46969697,0.04745098,0.027575758,14,0
Blob,0.565490196,0.46969697,0.048627451,0.027575758,14,1
Blob,0.851372549,0.47,0.048235294,0.027575758,14,2
Blob,0.287843137,0.620909091,0.04745098,0.027575758,15,0
Blob,0.565490196,0.620909091,0.048627451,0.027575758,15,1
Blob,0.851372549,0.620909091,0.048627451,0.027878788,15,2
Blob,0.287843137,0.772424242,0.04745098,0.027575758,16,0
Blob,0.565490196,0.772424242,0.048627451,0.027575758,16,1
Blob,0.851372549,0.772424242,0.048235294,0.027878788,16,2
Blob,0.287843137,0.923030303,0.04745098,0.027575758,17,0
Blob,0.565490196,0.923030303,0.048627451,0.027575758,17,1
Blob,0.851372549,0.923333333,0.048235294,0.027575758,17,2
