Blob,0.24977416,0.75107296,0.05465221,0.19527897,18,0
Blob,0.56955736,0.75107296,0.05600723,0.19527897,18,1
Blob,0.89882565,0.75321888,0.05600723,0.19527897,18,2
Blob,0.24977416,0.77412281,0.05465221,0.1995614,19,0
Blob,0.56955736,0.77412281,0.05600723,0.1995614,19,1
Blob,0.89882565,0.77631579,0.05600723,0.1995614,19,2
Blob,0.24977416,0.76824034,0.05465221,0.19527897,20,0
Blob,0.56955736,0.76824034,0.05600723,0.19527897,20,1
Blob,0.89882565,0.77038627,0.05600723,0.19527897,20,2
Blob,0.24977416,0.75483871,0.05465221,0.19569892,21,0
Blob,0.56955736,0.75483871,0.05600723,0.19569892,21,1
Blob,0.89882565,0.75698925,0.05600723,0.19569892,21,2
Blob,0.24876293,0.7639485,0.05443095,0.19527897,22,0
Blob,0.56725146,0.7639485,0.05578048,0.19527897,22,1
Blob,0.89518668,0.76609442,0.05578048,0.19527897,22,2
Blob,0.24977416,0.75670103,0.05465221,0.18969072,23,0
Blob,0.56725146,0.75876289,0.05578048,0.18969072,22,1
Blob,0.89882565,0.75876289,0.05600723,0.18762887,23,2
