Blob,0.281960784,0.165151515,0.047058824,0.027575758,30,1
Blob,0.559607843,0.165151515,0.048235294,0.027575758,30,2
Blob,0.845098039,0.165454545,0.048627451,0.027575758,30,3
Blob,0.281960784,0.316363636,0.047058824,0.027575758,31,1
Blob,0.559607843,0.316363636,0.048235294,0.027575758,31,2
Blob,0.845098039,0.316666667,0.048627451,0.027575758,31,3
Blob,0.281960784,0.467878788,0.047058824,0.027575758,32,1
Blob,0.559607843,0.467878788,0.048235294,0.027575758,32,2
Blob,0.845098039,0.468181818,0.048627451,0.027575758,32,3
Blob,0.281960784,0.619090909,0.047058824,0.027575758,33,1
Blob,0.559607843,0.619090909,0.048235294,0.027575758,33,2
Blob,0.845098039,0.619393939,0.048627451,0.027575758,33,3
Blob,0.281960784,0.770606061,0.047058824,0.027575758,34,1
Blob,0.559607843,0.770606061,0.048235294,0.027575758,34,2
Blob,0.845098039,0.770909091,0.048627451,0.027575758,34,3
Blob,0.281960784,0.921515152,0.047058824,0.027575758,35,1
Blob,0.559607843,0.921515152,0.048235294,0.027575758,35,2
Blob,0.845098039,0.921818182,0.048627451,0.027575758,35,3
